City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Bichura,RU,50.5881,107.6022,12.09,86,19,2.98,few clouds
463,Pakxan,LA,18.3778,103.6601,61.83,58,67,3.71,broken clouds
464,Pangody,RU,65.85,74.4859,-26.63,100,9,8.12,clear sky
465,Springbok,ZA,-29.6643,17.8865,50.52,96,32,2.51,scattered clouds
466,Batagay-Alyta,RU,67.8006,130.4114,-20.43,98,100,2.73,overcast clouds
467,Vire,FR,48.9167,-0.8333,43.99,85,100,9.93,overcast clouds
468,Jalu,LY,29.0331,21.5482,55.4,63,2,6.96,clear sky
469,Alofi,NU,-19.0595,-169.9187,82.29,69,100,18.41,light rain
470,Piacabucu,BR,-10.4056,-36.4344,77.14,86,37,10.18,light rain
471,Inverness,GB,57.4791,-4.224,36.21,75,100,0.0,overcast clouds
472,Udachnyy,RU,66.4167,112.4,-34.17,99,61,5.73,broken clouds
473,Alexandria,EG,31.2156,29.9553,64.36,68,40,0.0,scattered clouds
474,Olavarria,AR,-36.8927,-60.3225,60.75,74,25,4.74,scattered clouds
475,Thohoyandou,ZA,-22.9456,30.485,70.09,73,100,5.59,overcast clouds
476,Pudozh,RU,61.8099,36.5345,4.91,97,74,4.18,broken clouds
477,Mananjary,MG,-21.2167,48.3333,74.55,90,6,5.97,clear sky
478,Rokupr,SL,8.6717,-12.395,75.67,87,50,1.3,scattered clouds
479,Umm Lajj,SA,25.0213,37.2685,72.37,59,99,11.86,overcast clouds
480,Burns Lake,CA,54.2331,-125.7533,11.62,66,100,1.48,overcast clouds
481,Tupik,RU,54.4253,119.9327,2.93,81,53,4.97,broken clouds
482,Whyalla,AU,-33.0333,137.5833,69.69,64,90,8.05,overcast clouds
483,The Pas,CA,53.8251,-101.2541,-9.38,70,1,10.36,clear sky
484,Aranda De Duero,ES,41.6704,-3.6892,36.59,90,66,7.29,broken clouds
485,Tiruchchendur,IN,8.4833,78.1167,80.38,76,100,4.83,overcast clouds
486,Saint George,US,37.1041,-113.5841,61.27,31,1,1.01,clear sky
487,Saint-Francois,FR,46.4154,3.9054,37.47,96,90,3.44,light rain
488,Pinawa,CA,50.1489,-95.8811,11.17,90,100,13.06,light snow
489,Sao Jose Do Campestre,BR,-6.3156,-35.7139,81.16,83,76,7.78,broken clouds
490,Lethem,GY,3.3803,-59.7968,79.68,73,100,12.28,overcast clouds
491,Ilhabela,BR,-23.7781,-45.3581,72.81,92,79,4.85,broken clouds
492,Gonen,TR,40.1049,27.654,58.01,51,49,3.0,scattered clouds
493,Katsuura,JP,35.1333,140.3,52.2,71,100,9.8,overcast clouds
494,Tabas,IR,33.5959,56.9244,48.83,37,81,0.87,broken clouds
495,Rawson,AR,-43.3002,-65.1023,62.73,66,4,12.35,clear sky
496,Bonfim,BR,3.0833,-59.95,79.16,74,100,9.22,moderate rain
497,Gallup,US,35.5281,-108.7426,56.16,32,1,1.01,clear sky
498,Manggar,ID,-2.8833,108.2667,78.42,89,100,8.55,moderate rain
499,Inuvik,CA,68.3499,-133.7218,-1.19,81,20,8.05,few clouds
500,Mugur-Aksy,RU,50.35,90.5,14.13,51,100,5.32,overcast clouds
501,Dingle,PH,10.9995,122.6711,79.43,76,48,12.41,scattered clouds
502,Noyabrsk,RU,63.1994,75.4507,-13.9,94,94,8.55,overcast clouds
503,Likasi,CD,-10.9814,26.7333,64.27,79,82,3.44,light rain
504,Mantua,IT,45.1667,10.7833,45.34,90,58,1.45,broken clouds
505,Wasaga Beach,CA,44.5168,-80.0164,31.89,94,100,1.01,snow
506,Filingue,NE,14.3521,3.3168,74.37,16,2,8.01,clear sky
507,Kuruman,ZA,-27.4524,23.4325,54.99,43,0,3.04,clear sky
508,Killarney,IE,52.05,-9.5167,46.69,98,100,4.52,overcast clouds
509,Thaton,MM,16.9206,97.3714,67.21,75,32,4.14,scattered clouds
510,Erzin,TR,36.9559,36.2,46.92,46,0,4.27,clear sky
511,Kharp,RU,66.8014,65.8081,-6.7,97,98,5.99,overcast clouds
512,Ajdabiya,LY,30.7554,20.2263,55.56,47,0,9.35,clear sky
513,Shache,CN,38.4167,77.2406,30.0,33,100,2.84,overcast clouds
514,Ouadda,CF,8.0777,22.4007,73.17,28,100,3.71,overcast clouds
515,Taldan,RU,53.6667,124.8,9.39,87,100,6.51,overcast clouds
516,Enshi,CN,30.3,109.4833,50.41,76,0,0.4,clear sky
517,Gomel,BY,52.4345,30.9754,26.58,93,90,13.42,overcast clouds
518,Guiglo,CI,6.5456,-7.4966,74.3,89,7,2.13,light rain
519,Misratah,LY,32.3754,15.0925,56.59,37,0,14.85,clear sky
520,Sabha,LY,27.0377,14.4283,49.28,33,4,7.47,clear sky
521,Langsa,ID,4.4683,97.9683,76.53,88,48,0.83,scattered clouds
522,Lumajang,ID,-8.1335,113.2248,75.61,95,100,2.86,overcast clouds
523,Vung Tau,VN,10.346,107.0843,76.48,79,100,2.8,overcast clouds
524,Brighton,GB,50.8284,-0.1395,42.31,87,72,10.0,broken clouds
525,Zyryanskoye,RU,56.8306,86.6258,30.36,91,100,17.56,overcast clouds
526,Aberdeen,GB,57.1437,-2.0981,34.21,93,40,1.14,scattered clouds
527,Canmore,CA,51.0834,-115.3521,8.08,85,81,1.14,broken clouds
528,Hue,VN,16.4667,107.6,68.11,73,75,4.61,broken clouds
529,Arklow,IE,52.7931,-6.1414,43.99,80,100,14.85,overcast clouds
530,Antalaha,MG,-14.9003,50.2788,73.47,87,15,5.77,light rain
531,Yerbogachen,RU,61.2767,108.0108,-26.45,100,72,2.3,broken clouds
532,Takoradi,GH,4.8845,-1.7554,80.28,83,61,7.72,broken clouds
533,Bedesa,ET,8.9,40.7833,56.68,40,1,1.72,clear sky
534,Natal,BR,-5.795,-35.2094,82.62,78,40,12.66,scattered clouds
535,Mana,GF,5.6592,-53.7767,77.05,90,100,7.85,overcast clouds
536,Codrington,AU,-38.2667,141.9667,77.23,32,100,11.3,overcast clouds
537,Kenora,CA,49.8167,-94.4337,22.98,86,90,8.05,light snow
538,Puerto Escondido,MX,15.85,-97.0667,83.23,65,20,5.75,few clouds
539,Kyra,RU,49.5776,111.9753,10.08,89,67,3.8,broken clouds
540,Skibbereen,IE,51.55,-9.2667,46.2,98,100,17.02,overcast clouds
541,Kraslava,LV,55.8951,27.168,14.13,94,100,6.64,overcast clouds
542,Zharkent,KZ,44.1628,80.0,35.71,61,93,4.99,overcast clouds
543,Iracoubo,GF,5.4802,-53.2011,76.87,89,100,5.84,overcast clouds
544,Northam,GB,51.0333,-4.2167,40.08,75,100,3.94,overcast clouds
545,Shingu,JP,33.7333,135.9833,58.19,82,100,1.81,overcast clouds
546,Dabat,ET,12.9842,37.765,52.09,32,0,4.99,clear sky
547,Atherton,GB,53.5237,-2.4935,39.9,88,100,1.01,overcast clouds
548,Mogadishu,SO,2.0371,45.3438,78.6,76,16,13.29,few clouds
549,Chapais,CA,49.7834,-74.8492,-0.62,96,100,3.74,overcast clouds
550,Lincoln,US,40.8,-96.667,47.64,36,98,5.99,overcast clouds
551,Verkhnevilyuysk,RU,63.4453,120.3167,-30.6,95,86,5.21,overcast clouds
552,Oga,IT,46.4631,10.347,17.8,98,87,4.7,overcast clouds
553,Kavaratti,IN,10.5669,72.642,80.71,70,94,12.73,overcast clouds
554,Erenhot,CN,43.6475,111.9767,21.92,82,5,4.36,clear sky
555,Dekalb,US,33.7504,-84.2333,60.33,82,50,3.85,scattered clouds
556,Nuevitas,CU,21.5453,-77.2644,76.62,87,90,11.34,overcast clouds
557,Mancio Lima,BR,-7.6142,-72.8958,72.18,99,100,0.92,overcast clouds
558,Reichenau,PL,50.9075,14.9563,37.56,93,100,3.0,light snow
559,Cabedelo,BR,-6.9811,-34.8339,81.27,77,78,16.71,broken clouds
560,Kodinsk,RU,58.6881,99.1844,22.77,97,100,1.92,light snow
561,Mnogovershinnyy,RU,53.9353,139.9242,8.53,88,99,3.49,overcast clouds
562,Mackay,AU,-21.15,149.2,88.68,65,40,13.8,scattered clouds
563,Maryborough,AU,-25.5333,152.7,76.1,56,79,9.64,light rain
564,Nisia Floresta,BR,-6.0911,-35.2086,82.78,79,49,11.01,scattered clouds
565,Soverato,IT,38.685,16.5499,51.75,86,90,5.08,overcast clouds
566,Gigmoto,PH,13.7796,124.39,79.23,77,85,13.78,overcast clouds
567,Waingapu,ID,-9.6567,120.2641,83.98,68,99,4.29,light rain
568,Tchollire,CM,8.4022,14.1698,74.41,33,87,2.06,overcast clouds
569,Westport,US,41.1415,-73.3579,46.74,64,100,1.01,overcast clouds
570,Puri,IN,19.8,85.85,72.37,90,100,9.55,overcast clouds
571,Buala,SB,-8.145,159.5921,78.84,88,100,19.22,light rain
572,Necochea,AR,-38.5473,-58.7368,59.04,85,0,8.52,clear sky
573,Temirtau,KZ,50.0544,72.9483,30.45,95,100,8.01,overcast clouds
574,San Miguel,SV,13.4833,-88.1833,79.68,57,12,1.54,few clouds
575,Ryotsu,JP,38.0833,138.4333,39.16,68,100,2.42,overcast clouds
576,Veracruz,MX,19.3333,-96.6667,71.87,92,13,0.38,few clouds
577,Irituia,BR,-1.7711,-47.4381,76.5,89,100,2.98,overcast clouds
578,Filadelfia,US,39.9523,-75.1638,46.51,69,75,1.99,broken clouds
579,Ciudad Bolivar,VE,8.1222,-63.5497,79.48,70,21,13.38,few clouds
580,Nizhniy Kuranakh,RU,58.8353,125.4869,-0.11,89,100,7.09,overcast clouds
581,Menongue,AO,-14.6585,17.691,62.37,94,100,3.98,overcast clouds
582,Conde,BR,-7.2597,-34.9075,80.06,83,40,10.36,scattered clouds
583,Yumen,CN,40.2833,97.2,22.62,55,11,1.86,few clouds
584,Caceres,ES,39.522,-6.3748,41.76,91,7,7.02,clear sky
585,Saiha,IN,22.4833,92.9667,65.32,99,100,1.9,overcast clouds
586,Lafiagi,NG,8.8667,5.4167,78.1,29,99,3.27,overcast clouds
587,Eskil,TR,38.4017,33.4131,44.22,65,0,11.97,clear sky
588,Wajir,KE,1.7471,40.0573,76.64,76,14,10.92,few clouds
589,Impfondo,CG,1.6381,18.0667,71.69,92,100,1.66,overcast clouds
590,Matamba,TZ,-8.9833,33.9667,55.44,85,100,4.03,overcast clouds
591,Meridian,US,43.6121,-116.3915,43.92,55,1,1.01,clear sky
592,Vagur,FO,61.4732,-6.8119,42.49,66,100,26.19,overcast clouds
593,Araguaina,BR,-7.1911,-48.2072,74.61,89,83,3.42,broken clouds
594,Suileng,CN,47.25,127.0833,12.09,91,5,5.41,clear sky
595,Hoquiam,US,46.9809,-123.8893,42.01,95,95,3.33,overcast clouds
596,Urumqi,CN,43.801,87.6005,20.35,74,77,4.47,smoke
597,Bud,US,39.447,-86.1758,61.9,91,84,22.93,broken clouds
598,Taltal,CL,-25.4,-70.4833,62.53,79,71,1.74,broken clouds
599,Kandrian,PG,-6.2167,149.55,86.45,65,99,7.11,overcast clouds
600,Valley City,US,46.9233,-98.0032,21.72,100,90,35.68,light snow
601,Mill Valley,US,37.906,-122.545,59.61,82,11,4.18,few clouds
602,Belgrade,RS,44.804,20.4651,39.38,98,75,1.01,light rain
603,Wolmirstedt,DE,52.25,11.6333,34.79,93,100,6.73,overcast clouds
604,Salinopolis,BR,-0.6136,-47.3561,79.74,85,18,10.94,few clouds
605,Kropotkin,RU,45.4375,40.5756,43.54,90,100,1.81,overcast clouds
606,Dumabato,PH,16.3167,121.7,68.54,94,95,3.49,overcast clouds
607,San Andres,CO,12.5847,-81.7006,84.22,74,40,12.66,scattered clouds
608,Balabac,PH,7.9868,117.0645,83.1,73,97,16.89,overcast clouds
609,Severnyy,RU,50.677,36.5532,24.84,93,75,4.47,broken clouds
610,Raudeberg,NO,61.9875,5.1352,36.19,81,100,5.99,overcast clouds
611,Salisbury,GB,51.0693,-1.7957,38.48,92,100,4.65,overcast clouds
612,Bay Roberts,CA,47.5999,-53.2648,33.66,90,100,3.0,light snow
613,Altamira,BR,-3.2033,-52.2064,73.53,96,94,1.63,light rain
614,Taos,US,36.4072,-105.5731,44.2,47,99,3.91,overcast clouds
615,Ambatofinandrahana,MG,-20.55,46.8,60.22,86,0,3.87,clear sky
616,Bognor Regis,GB,50.7821,-0.6798,42.49,93,79,13.71,broken clouds
617,Galle,LK,6.0367,80.217,77.02,85,39,2.8,scattered clouds
618,Touros,BR,-5.1989,-35.4608,81.5,78,38,15.19,scattered clouds
619,Palma Di Montechiaro,IT,37.1926,13.765,48.97,80,100,15.68,overcast clouds
620,Blagoyevo,RU,63.3667,47.9167,-0.8,99,36,3.62,scattered clouds
621,Trairi,BR,-3.2778,-39.2689,81.37,79,84,13.0,broken clouds
622,Petukhovo,RU,55.0692,67.9019,28.17,97,100,5.55,overcast clouds
623,Sechura,PE,-5.5569,-80.8222,68.22,77,100,13.8,overcast clouds
624,Shaunavon,CA,49.6501,-108.4181,-2.42,94,100,13.22,overcast clouds
625,Arlit,NE,18.7369,7.3853,67.44,18,96,5.17,overcast clouds
626,Yurkivka,UA,49.0126,31.1013,35.08,92,100,11.41,light rain
627,Grants Pass,US,42.439,-123.3284,47.91,92,90,0.0,mist
628,Payo,ID,-3.7508,103.6372,77.29,85,97,3.0,overcast clouds
629,Natagaima,CO,3.6206,-75.0941,77.32,79,87,2.8,overcast clouds
630,Nuuk,GL,64.1835,-51.7216,23.18,84,100,23.96,light snow
631,Pedernales,DO,18.0384,-71.744,78.87,69,100,4.45,overcast clouds
632,Nur,PL,52.6683,22.3221,31.78,96,95,7.81,overcast clouds
633,Chumikan,RU,54.7183,135.315,13.77,83,87,19.13,overcast clouds
634,Ejea De Los Caballeros,ES,42.1263,-1.1372,43.02,81,70,16.8,broken clouds
635,El Alto,PE,-4.2714,-81.2147,65.35,83,100,19.08,overcast clouds
636,Aranos,NA,-24.1333,19.1167,65.68,27,0,7.72,clear sky
637,Riviere-Au-Renard,CA,48.9957,-64.3971,15.8,60,59,16.02,broken clouds
638,Acapulco,MX,16.8634,-99.8901,78.91,81,2,6.38,clear sky
639,Mitsamiouli,KM,-11.3847,43.2844,80.65,77,11,12.64,few clouds
640,Lingyuan,CN,41.24,119.4011,34.3,42,0,15.14,clear sky
641,Vuktyl,RU,63.8567,57.3094,-10.82,89,61,0.18,broken clouds
642,Riyadh,SA,24.6877,46.7219,53.74,34,2,4.07,clear sky
643,Villa Maria,AR,-32.4075,-63.2402,65.55,78,12,7.02,few clouds
644,Camarillo,US,34.2164,-119.0376,69.03,79,0,1.45,clear sky
645,Bandundu,CD,-3.3167,17.3667,72.45,95,100,1.43,overcast clouds
646,Doha,QA,25.2867,51.5333,64.38,72,0,3.44,clear sky
647,Morrope,PE,-6.5417,-80.0111,70.79,77,100,13.69,overcast clouds
648,Denpasar,ID,-8.65,115.2167,78.46,94,75,18.41,moderate rain
649,Mangai,CD,-4.05,19.5333,68.94,99,100,1.25,overcast clouds
650,Chama,CH,47.1821,8.4636,35.85,92,97,3.74,overcast clouds
651,Nichinan,JP,31.6,131.3667,49.68,66,72,6.78,broken clouds
652,Harindanga,IN,22.0383,88.3214,71.58,97,99,13.38,light rain
653,Roswell,US,34.0232,-84.3616,59.97,87,65,1.99,broken clouds
654,Coahuayana,MX,18.7333,-103.6833,75.7,89,100,2.06,overcast clouds
655,Farah,AF,32.5,62.5,43.77,53,7,3.15,clear sky
656,Baltasi,RU,56.3462,50.2062,12.49,80,15,6.71,few clouds
657,Coruripe,BR,-10.1256,-36.1756,76.91,86,24,10.6,few clouds
658,Coolum Beach,AU,-26.5333,153.1,80.11,72,50,9.82,scattered clouds
659,Aasiaat,GL,68.7098,-52.8699,26.15,80,100,19.91,snow
660,Berdigestyakh,RU,62.0989,126.6992,-13.86,93,100,6.53,overcast clouds
661,Hays,US,30.0502,-98.0336,72.91,83,100,7.81,overcast clouds
662,Yangambi,CD,0.8102,24.4336,70.54,95,100,2.21,overcast clouds
663,Cardston,CA,49.2,-113.3019,7.05,78,86,3.44,overcast clouds
664,Nawada,IN,24.8833,85.5333,64.69,69,12,1.63,few clouds
665,Takaka,NZ,-40.85,172.8,59.97,96,100,4.34,overcast clouds
666,Zhigansk,RU,66.7697,123.3711,-27.35,97,100,7.43,overcast clouds
667,Khandbari,NP,27.3747,87.2039,56.86,67,3,4.14,clear sky
668,Nanakuli,US,21.3906,-158.1547,75.04,77,100,12.93,light rain
669,Dudinka,RU,69.4058,86.1778,-16.38,98,100,20.98,light snow
670,Tevaitoa,PF,-16.7833,-151.5,81.18,68,9,13.96,clear sky
671,Isperih,BG,43.7167,26.8333,39.0,92,100,7.67,overcast clouds
672,Bhiwani,IN,28.7833,76.1333,63.21,67,54,2.35,broken clouds
673,Ouesso,CG,1.6136,16.0517,72.05,92,100,1.34,overcast clouds
674,Hami,CN,42.8,93.45,28.47,53,81,2.8,broken clouds
675,Shimoda,JP,34.6667,138.95,55.51,81,100,16.58,overcast clouds
676,Shinpokh,PK,34.3292,71.1782,49.41,72,16,3.56,few clouds
677,Roi Et,TH,15.75,103.75,62.65,49,97,12.68,overcast clouds
678,Jaslo,PL,49.7451,21.4725,35.01,99,100,0.34,light snow
679,San Ramon,US,37.7799,-121.978,59.31,79,10,1.99,clear sky
680,Tulum,MX,20.2167,-87.4667,76.98,92,15,5.88,few clouds
681,Islamkot,PK,24.6997,70.177,65.79,29,0,9.91,clear sky
682,Bukama,CD,-9.2,25.85,68.25,96,94,2.26,overcast clouds
683,Mpanda,TZ,-6.3655,31.0409,66.0,92,100,0.54,overcast clouds
684,Pierre,US,44.3683,-100.351,30.85,62,90,3.0,light snow
685,Mattru,SL,7.6244,-11.8332,75.31,91,10,1.16,clear sky
686,Santa Marta,CO,11.2408,-74.199,84.25,65,17,5.75,few clouds
687,Dakar,SN,14.6937,-17.4441,73.53,94,100,6.91,overcast clouds
688,Khamanon,IN,30.8186,76.3508,56.25,77,32,6.22,scattered clouds
689,Horconcitos,PA,8.4682,-81.8007,68.13,92,78,5.64,broken clouds
690,Mandalgovi,MN,45.7625,106.2708,18.1,46,0,9.75,clear sky
691,Nishihara,JP,26.1842,127.7558,72.68,53,20,14.97,few clouds
692,Muhos,FI,64.808,25.9931,4.89,98,57,2.86,broken clouds
693,Korla,CN,41.7597,86.1469,29.08,58,100,1.68,overcast clouds
694,Carroll,US,39.5501,-77.0164,47.44,58,1,3.0,clear sky
695,Madaoua,NE,14.073,5.96,68.29,16,0,9.71,clear sky
