City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Severo-Kurilsk,RU,2021-11-28 22:17:50,50.6789,156.125,33.53,87,100,18.48
285,Mapiri,BO,2021-11-28 22:17:51,-15.25,-68.1667,75.61,87,100,2.57
286,Rivadavia,AR,2021-11-28 22:17:51,-33.1905,-68.4608,79.27,20,0,6.29
287,Koslan,RU,2021-11-28 22:17:51,63.4564,48.8989,20.62,97,100,3.33
288,Sayat,TM,2021-11-28 22:17:52,38.7839,63.8803,37.27,53,0,8.59
289,Sitka,US,2021-11-28 22:14:13,57.0531,-135.33,37.29,60,90,20.71
290,Benguela,AO,2021-11-28 22:17:53,-12.5763,13.4055,75.92,81,94,4.0
291,Sadovo,BG,2021-11-28 22:17:54,42.1333,24.9333,48.76,93,20,8.05
292,Hasaki,JP,2021-11-28 22:17:55,35.7333,140.8333,34.2,47,3,2.28
293,Beloha,MG,2021-11-28 22:17:55,-25.1667,45.05,64.0,66,3,15.5
294,Mecca,SA,2021-11-28 22:17:56,21.4267,39.8261,77.99,54,0,0.6
295,Caucaia,BR,2021-11-28 22:17:56,-3.7361,-38.6531,82.35,78,20,10.36
296,Liangxiang,CN,2021-11-28 22:17:57,39.7319,116.14,33.71,60,88,3.74
297,Sinnamary,GF,2021-11-28 22:15:42,5.3833,-52.95,78.67,82,19,8.95
298,Georgetown,MY,2021-11-28 22:17:57,5.4112,100.3354,76.93,94,20,0.0
299,Houma,US,2021-11-28 22:17:58,29.5958,-90.7195,64.4,67,1,8.05
300,Loreto,MX,2021-11-28 22:17:58,22.2667,-101.9667,69.8,35,99,3.27
301,Lorengau,PG,2021-11-28 22:17:59,-2.0226,147.2712,82.65,75,98,3.04
302,Souillac,MU,2021-11-28 22:17:59,-20.5167,57.5167,73.78,83,40,3.44
303,Tomohon,ID,2021-11-28 22:18:00,1.3346,124.8392,67.14,91,98,1.5
304,Sao Filipe,CV,2021-11-28 22:18:00,14.8961,-24.4956,76.64,71,97,14.63
305,Playas,EC,2021-11-28 22:18:01,-2.6333,-80.3833,73.65,79,91,12.53
306,Serebryansk,KZ,2021-11-28 22:18:01,49.6925,83.2892,4.55,88,8,4.92
307,Luanda,AO,2021-11-28 22:18:02,-8.8368,13.2343,78.8,73,75,5.75
308,Araouane,ML,2021-11-28 22:18:03,18.9048,-3.5265,71.91,24,5,11.5
309,Torbay,CA,2021-11-28 22:18:03,47.6666,-52.7314,45.37,76,90,9.22
310,Marawi,PH,2021-11-28 22:18:04,7.9986,124.2928,68.14,91,52,2.01
311,Ryotsu,JP,2021-11-28 22:18:04,38.0833,138.4333,37.36,67,44,6.71
312,Karasjok,NO,2021-11-28 22:18:04,69.4719,25.5112,1.51,100,100,3.83
313,Sola,VU,2021-11-28 22:18:05,-13.8833,167.55,81.27,83,75,0.0
314,Najran,SA,2021-11-28 22:18:05,17.4924,44.1277,59.65,37,2,0.4
315,Salima,MW,2021-11-28 22:18:06,-13.7804,34.4587,74.82,59,41,3.18
316,Neyshabur,IR,2021-11-28 22:18:06,36.2133,58.7958,48.76,44,100,0.43
317,Scottsbluff,US,2021-11-28 22:18:07,41.8666,-103.6672,66.63,26,1,18.41
318,Altamont,US,2021-11-28 22:18:07,42.2068,-121.7372,58.84,55,1,3.44
319,Esso,RU,2021-11-28 22:18:08,55.9333,158.7,0.64,77,37,5.79
320,Kinsale,IE,2021-11-28 22:19:08,51.7075,-8.5306,47.57,93,75,5.75
321,Kavieng,PG,2021-11-28 22:19:09,-2.5744,150.7967,82.4,77,58,7.92
322,Lakes Entrance,AU,2021-11-28 22:19:09,-37.8811,147.981,58.78,71,5,4.43
323,Moree,AU,2021-11-28 22:19:10,-29.4667,149.85,73.42,64,90,10.36
324,La Paz,BO,2021-11-28 22:15:44,-16.5,-68.15,55.38,66,75,2.3
325,Gejiu,CN,2021-11-28 22:19:11,23.306,103.1635,42.24,95,28,2.19
326,Tigil,RU,2021-11-28 22:19:11,57.8,158.6667,-3.71,94,99,5.32
327,Kawalu,ID,2021-11-28 22:19:12,-7.3817,108.2082,70.38,95,49,1.05
328,Nikolayevsk-Na-Amure,RU,2021-11-28 22:19:12,53.1406,140.73,20.01,96,100,1.19
329,Norman Wells,CA,2021-11-28 22:19:13,65.282,-126.8329,-21.96,69,75,2.3
330,Tonj,SS,2021-11-28 22:17:19,7.2737,28.6822,81.07,43,23,4.5
331,Manavalakurichi,IN,2021-11-28 22:19:14,8.1333,77.3,75.29,88,100,5.66
332,Tessalit,ML,2021-11-28 22:19:14,20.1986,1.0114,74.91,27,100,8.59
333,Olovyannaya,RU,2021-11-28 22:19:15,50.95,115.5667,3.54,90,60,3.11
334,Kiama,AU,2021-11-28 22:19:15,-34.6833,150.8667,62.87,65,66,2.64
335,Zhangye,CN,2021-11-28 22:19:16,38.9342,100.4517,18.68,63,16,3.89
336,Zmeinogorsk,RU,2021-11-28 22:19:17,51.1567,82.195,6.8,88,7,3.87
337,Jos,NG,2021-11-28 22:19:18,9.9167,8.9,65.55,23,73,2.53
338,Faanui,PF,2021-11-28 22:19:19,-16.4833,-151.75,81.55,73,97,10.49
339,Lamu,KE,2021-11-28 22:15:01,-2.2717,40.902,80.82,84,94,4.21
340,Hun,LY,2021-11-28 22:19:20,29.1268,15.9477,75.97,20,100,9.51
341,Waw,SS,2021-11-28 22:19:21,7.7029,27.9953,84.96,32,67,2.04
342,Port-Gentil,GA,2021-11-28 22:19:22,-0.7193,8.7815,80.28,79,95,9.35
343,Vestmanna,FO,2021-11-28 22:19:23,62.1564,-7.1664,32.92,86,90,1.14
344,Itarema,BR,2021-11-28 22:19:24,-2.9248,-39.9167,81.19,78,23,15.93
345,Xining,CN,2021-11-28 22:19:24,36.6167,101.7667,21.34,77,100,3.56
346,Livani,LV,2021-11-28 22:19:25,56.3543,26.1758,28.71,96,100,2.95
347,Lancaster,US,2021-11-28 22:16:36,40.2504,-76.2499,44.33,61,90,0.0
348,Ust-Tsilma,RU,2021-11-28 22:15:19,65.441,52.1498,12.99,94,100,6.64
349,The Valley,AI,2021-11-28 22:19:26,18.217,-63.0578,82.26,83,40,8.05
350,Ocos,GT,2021-11-28 22:19:27,14.5094,-92.1933,90.1,71,40,6.4
351,Senador Jose Porfirio,BR,2021-11-28 22:19:27,-2.5908,-51.9542,82.49,62,89,3.65
352,Mehamn,NO,2021-11-28 22:19:28,71.0357,27.8492,14.18,92,37,16.33
353,Marsh Harbour,BS,2021-11-28 22:19:28,26.5412,-77.0636,72.14,66,97,2.91
354,Nioki,CD,2021-11-28 22:19:29,-2.7167,17.6833,71.62,95,91,1.16
355,Mount Gambier,AU,2021-11-28 22:19:29,-37.8333,140.7667,64.18,50,0,6.17
356,Lermontovka,RU,2021-11-28 22:19:30,47.1453,134.3383,25.12,97,100,6.06
357,Waingapu,ID,2021-11-28 22:19:30,-9.6567,120.2641,79.65,79,94,2.42
358,Batticaloa,LK,2021-11-28 22:19:31,7.7102,81.6924,78.64,85,82,6.17
359,Upata,VE,2021-11-28 22:19:31,8.0086,-62.3989,72.36,93,68,4.72
360,Kijang,KR,2021-11-28 22:19:32,35.2442,129.2139,35.33,45,30,5.7
361,Aripuana,BR,2021-11-28 22:19:32,-9.1667,-60.6333,77.83,85,92,0.67
362,Bombay,IN,2021-11-28 22:17:02,19.0144,72.8479,76.98,47,91,0.0
363,Ojinaga,MX,2021-11-28 22:19:33,29.5667,-104.4167,67.15,48,1,0.0
364,Nanortalik,GL,2021-11-28 22:19:33,60.1432,-45.2371,40.59,95,100,12.5
365,Carnarvon,AU,2021-11-28 22:19:34,-24.8667,113.6333,75.27,64,0,12.66
366,Belle Fourche,US,2021-11-28 22:19:34,44.6714,-103.8522,65.71,35,77,16.35
367,Sagarejo,GE,2021-11-28 22:20:38,41.734,45.3315,45.03,63,77,4.63
368,Tazovskiy,RU,2021-11-28 22:20:41,67.4667,78.7,-18.92,100,93,5.19
369,Tombouctou,ML,2021-11-28 22:20:44,20.0,-3.0,70.68,23,2,10.69
370,Ponta Delgada,PT,2021-11-28 22:20:46,37.7333,-25.6667,59.72,77,75,8.05
371,Chuy,UY,2021-11-28 22:20:53,-33.6971,-53.4616,65.52,97,100,6.06
372,Havre,FR,2021-11-28 22:20:55,49.5833,0.3333,41.4,65,90,12.66
373,Olinda,BR,2021-11-28 22:20:57,-8.0089,-34.8553,82.13,74,40,6.91
374,Sabha,LY,2021-11-28 22:20:59,27.0377,14.4283,73.63,20,100,10.89
375,Galveston,US,2021-11-28 22:21:04,29.3669,-94.9669,60.91,77,90,14.97
376,Provideniya,RU,2021-11-28 22:21:07,64.3833,-173.3,-5.69,59,0,8.95
377,Fare,PF,2021-11-28 22:21:09,-16.7,-151.0167,81.43,74,87,12.5
378,Brownwood,US,2021-11-28 22:21:12,31.7093,-98.9912,67.77,24,1,11.5
379,Gap,FR,2021-11-28 22:21:15,44.6667,6.0,15.06,95,65,6.53
380,Lovozero,RU,2021-11-28 22:21:18,68.005,35.0117,-4.2,86,2,4.16
381,Kushiro,JP,2021-11-28 22:21:20,42.975,144.3747,31.15,86,75,6.91
382,Talnakh,RU,2021-11-28 22:19:59,69.4865,88.3972,-15.83,98,77,2.8
383,Opatija,HR,2021-11-28 22:21:27,45.3392,14.3083,41.68,85,81,6.29
384,Bloomingdale,US,2021-11-28 22:21:29,27.8936,-82.2404,66.52,46,90,0.0
385,Barra,BR,2021-11-28 22:21:32,-11.0894,-43.1417,76.1,79,56,5.39
386,Faya,SA,2021-11-28 22:21:38,18.3851,42.4509,53.71,39,0,5.44
387,Voh,NC,2021-11-28 22:21:41,-20.9667,164.7,86.76,59,45,2.51
388,Akyab,MM,2021-11-28 22:21:44,20.15,92.9,73.54,70,78,5.64
389,Ratangarh,IN,2021-11-28 22:21:47,28.0833,74.6,64.36,48,0,7.85
390,Road Town,VG,2021-11-28 22:21:50,18.4167,-64.6167,80.69,78,20,5.75
391,Hastings,GB,2021-11-28 22:21:53,50.8552,0.5729,32.38,76,88,13.94
392,Thunder Bay,CA,2021-11-28 22:21:55,48.4001,-89.3168,28.38,64,90,11.5
393,Bara,NG,2021-11-28 22:21:59,10.3744,10.7288,74.86,20,55,5.53
394,Cradock,ZA,2021-11-28 22:22:02,-32.1642,25.6192,63.32,62,10,3.47
395,Cherlak,RU,2021-11-28 22:22:05,54.155,74.8055,10.65,90,32,6.71
396,Phangnga,TH,2021-11-28 22:22:07,8.4509,98.5298,75.31,91,98,3.04
397,Clyde River,CA,2021-11-28 22:22:10,70.4692,-68.5914,-3.77,84,95,20.71
398,Klyuchi,RU,2021-11-28 22:22:15,52.2667,79.1667,12.63,86,39,5.73
399,Anadyr,RU,2021-11-28 22:22:18,64.75,177.4833,1.9,85,90,4.47
400,Chatra,IN,2021-11-28 22:22:20,24.2167,84.8667,53.58,64,71,4.5
401,San Andres,CO,2021-11-28 22:22:22,12.5847,-81.7006,80.62,83,75,6.91
402,Brekstad,NO,2021-11-28 22:22:26,63.687,9.6654,21.29,93,20,17.27
403,Turukhansk,RU,2021-11-28 22:22:30,65.8167,87.9833,-16.08,100,92,2.24
404,Kaitangata,NZ,2021-11-28 22:19:49,-46.2817,169.8464,63.05,42,98,6.53
405,Hackettstown,US,2021-11-28 22:22:35,40.854,-74.8291,39.02,80,98,0.0
406,La Palma,US,2021-11-28 22:22:39,33.8464,-118.0467,88.61,33,1,6.91
407,Briancon,FR,2021-11-28 22:22:43,44.9,6.65,17.33,95,85,4.09
408,Palmer,US,2021-11-28 22:22:44,42.1584,-72.3287,34.41,69,90,0.0
409,Pimentel,PE,2021-11-28 22:22:47,-6.8367,-79.9342,70.09,68,0,23.02
410,Broken Hill,AU,2021-11-28 22:22:49,-31.95,141.4333,70.84,51,10,10.13
411,Bonavista,CA,2021-11-28 22:22:52,48.6499,-53.1147,37.4,80,10,14.52
412,Sanming,CN,2021-11-28 22:22:54,26.2486,117.6186,56.82,97,40,2.39
413,Vao,NC,2021-11-28 22:23:56,-22.6667,167.4833,76.12,87,21,20.76
414,Gostyn,PL,2021-11-28 22:23:57,51.8825,17.0123,33.78,100,100,8.28
415,Mogadishu,SO,2021-11-28 22:23:58,2.0371,45.3438,81.05,78,43,9.57
416,Coahuayana,MX,2021-11-28 22:23:58,18.7333,-103.6833,92.68,48,0,6.51
417,Nova Prata,BR,2021-11-28 22:23:59,-28.7839,-51.61,68.47,78,100,2.15
418,Abnub,EG,2021-11-28 22:24:00,27.2696,31.1511,66.42,22,75,4.85
419,San Isidro,PE,2021-11-28 22:24:00,-12.1167,-77.05,67.59,73,40,12.66
420,Yeniseysk,RU,2021-11-28 22:24:01,58.4497,92.1703,24.55,94,99,10.69
421,Susanville,US,2021-11-28 22:24:01,40.4163,-120.653,62.98,36,57,2.06
422,Saskylakh,RU,2021-11-28 22:24:03,71.9167,114.0833,-20.83,100,99,4.34
423,Shubarshi,KZ,2021-11-28 22:24:04,48.5872,57.1869,21.47,85,100,4.05
424,Karangampel,ID,2021-11-28 22:24:04,-6.4622,108.4519,78.49,81,82,3.6
425,Maumere,ID,2021-11-28 22:24:05,-8.6199,122.2111,80.83,77,100,3.42
426,Linhares,BR,2021-11-28 22:22:52,-19.3911,-40.0722,74.86,90,65,5.08
427,Santa Maria,BR,2021-11-28 22:24:06,-29.6842,-53.8069,70.9,100,75,2.3
428,Camopi,GF,2021-11-28 22:24:07,3.1655,-52.3158,73.26,99,92,3.02
429,Ahuimanu,US,2021-11-28 22:24:08,21.4447,-157.8378,83.91,62,90,11.5
430,Irituia,BR,2021-11-28 22:24:09,-1.7711,-47.4381,79.16,76,58,2.71
431,Shikohabad,IN,2021-11-28 22:24:09,27.1,78.6,63.99,50,3,2.28
432,Morwell,AU,2021-11-28 22:24:10,-38.2333,146.4,61.02,63,16,4.12
433,Kloulklubed,PW,2021-11-28 22:24:11,7.0419,134.2556,79.3,70,60,11.45
434,Walvis Bay,NA,2021-11-28 22:24:11,-22.9575,14.5053,59.95,94,0,2.3
435,Porto Novo,BJ,2021-11-28 22:24:12,6.4965,2.6036,80.98,80,77,7.49
436,Merke,KZ,2021-11-28 22:24:12,42.8728,73.1786,33.37,53,11,6.17
437,Merauke,ID,2021-11-28 22:24:13,-8.4667,140.3333,81.25,77,100,4.03
438,Codrington,AU,2021-11-28 22:24:13,-38.2667,141.9667,62.04,60,0,6.98
439,Guerrero Negro,MX,2021-11-28 22:24:14,27.9769,-114.0611,77.77,34,0,9.95
440,Thai Binh,VN,2021-11-28 22:24:15,20.45,106.3333,66.2,72,98,5.55
441,Vostok,RU,2021-11-28 22:21:11,46.4856,135.8833,19.53,91,97,5.59
442,Ugoofaaru,MV,2021-11-28 22:24:16,5.6667,73.0,80.22,79,99,13.22
443,Jaciara,BR,2021-11-28 22:24:16,-15.9653,-54.9683,78.87,78,71,5.08
444,Cooma,AU,2021-11-28 22:24:17,-36.2333,149.1333,49.77,93,90,10.36
445,Kholmogory,RU,2021-11-28 22:24:17,64.2229,41.656,6.91,95,100,5.08
446,Srikakulam,IN,2021-11-28 22:24:17,18.3,83.9,71.15,72,79,6.58
447,Berlevag,NO,2021-11-28 22:24:18,70.8578,29.0864,10.35,79,36,29.93
448,Petropavlovka,RU,2021-11-28 22:24:18,50.6114,105.3196,8.83,90,99,3.8
449,General Pico,AR,2021-11-28 22:24:19,-35.6566,-63.7568,74.57,36,5,11.27
450,Ust-Maya,RU,2021-11-28 22:24:19,60.4167,134.5333,-2.96,98,100,4.9
451,Pouebo,NC,2021-11-28 22:24:20,-20.4,164.5667,82.51,70,69,8.97
452,Sao Felix Do Xingu,BR,2021-11-28 22:24:20,-6.6447,-51.995,79.56,75,98,1.7
453,Provins,FR,2021-11-28 22:24:21,48.5833,3.1667,35.15,83,100,13.33
454,Ixtapa,MX,2021-11-28 22:24:21,20.7,-105.2,81.63,61,40,10.36
455,Zavetnoye,RU,2021-11-28 22:24:21,47.1194,43.8903,43.7,90,87,10.13
456,Den Helder,NL,2021-11-28 22:24:22,52.9599,4.7593,44.58,65,71,9.22
457,Fukue,JP,2021-11-28 22:24:22,32.6881,128.8419,56.95,60,13,2.91
458,Margate,GB,2021-11-28 22:24:23,51.3813,1.3862,31.86,79,32,24.2
459,Mushie,CD,2021-11-28 22:25:23,-3.0167,16.9,71.46,97,98,2.95
460,Goya,AR,2021-11-28 22:25:24,-29.14,-59.2626,73.27,64,49,6.85
461,Los Llanos De Aridane,ES,2021-11-28 22:25:24,28.6585,-17.9182,60.55,82,75,16.11
462,Port Blair,IN,2021-11-28 22:25:25,11.6667,92.75,79.34,76,20,9.08
463,High Level,CA,2021-11-28 22:25:25,58.5169,-117.136,17.71,100,75,0.0
464,Kaseda,JP,2021-11-28 22:25:26,31.4167,130.3167,40.23,76,23,8.48
465,Myanaung,MM,2021-11-28 22:25:26,18.2833,95.3167,69.28,84,68,8.05
466,Kiunga,PG,2021-11-28 22:25:26,-6.1219,141.2906,75.94,97,87,0.13
467,Weihe,CN,2021-11-28 22:25:27,32.9952,105.3247,33.31,68,100,8.08
468,Miri,MY,2021-11-28 22:25:27,4.4148,114.0089,75.34,94,40,6.91
469,Irtyshskiy,RU,2021-11-28 22:25:28,58.3333,68.1333,21.24,83,100,10.09
470,Norsup,VU,2021-11-28 22:25:28,-16.0667,167.3833,83.53,69,56,6.35
471,Maiduguri,NG,2021-11-28 22:25:29,11.8464,13.1603,74.52,16,70,7.81
472,Zhireken,RU,2021-11-28 22:25:29,52.8249,117.3076,0.57,92,98,2.62
473,Zhaoqing,CN,2021-11-28 22:25:30,23.0512,112.4597,59.76,76,45,2.86
474,Maceio,BR,2021-11-28 22:25:30,-9.6658,-35.7353,81.84,78,40,6.91
475,Bandarbeyla,SO,2021-11-28 22:25:31,9.4942,50.8122,77.32,76,52,18.48
476,Bang Saphan,TH,2021-11-28 22:25:31,11.2126,99.5117,74.46,84,100,6.33
477,Bukama,CD,2021-11-28 22:25:31,-9.2,25.85,68.99,94,46,0.11
478,Taltal,CL,2021-11-28 22:25:32,-25.4,-70.4833,64.62,71,25,4.21
479,Pisco,PE,2021-11-28 22:25:32,-13.7,-76.2167,68.05,77,0,21.85
480,Nyurba,RU,2021-11-28 22:25:33,63.2842,118.3319,-19.03,100,80,3.8
481,Casablanca,MA,2021-11-28 22:25:33,33.5928,-7.6192,50.02,57,16,3.96
482,Baherden,TM,2021-11-28 22:25:34,38.4362,57.4316,53.46,43,88,5.5
483,Karasuk,RU,2021-11-28 22:25:34,53.7377,78.0403,8.49,91,81,6.82
484,Havoysund,NO,2021-11-28 22:25:35,70.9963,24.6622,11.28,91,53,11.43
485,Penalva,BR,2021-11-28 22:25:35,-3.2942,-45.1736,81.25,71,78,3.76
486,Dingle,PH,2021-11-28 22:25:35,10.9995,122.6711,75.34,94,52,6.69
487,Tarakan,ID,2021-11-28 22:25:36,3.3,117.6333,76.5,88,90,5.75
488,Pervomayskiy,RU,2021-11-28 22:25:37,53.2485,40.2871,38.23,96,100,6.73
489,Bay Roberts,CA,2021-11-28 22:25:37,47.5999,-53.2648,46.15,74,82,12.39
490,Flinders,AU,2021-11-28 22:25:38,-34.5833,150.8552,61.88,64,68,1.1
491,Arlit,NE,2021-11-28 22:25:38,18.7369,7.3853,77.07,15,28,8.63
492,Kantang,TH,2021-11-28 22:25:39,7.4054,99.5156,74.08,93,100,1.54
493,Pokrovka,KG,2021-11-28 22:25:39,42.3414,78.0056,20.7,56,3,10.04
494,Prokudskoye,RU,2021-11-28 22:25:39,55.0089,82.4574,15.67,73,0,6.71
495,Putina,PE,2021-11-28 22:25:40,-15.4667,-69.4333,54.19,49,42,3.96
496,Mgandu,TZ,2021-11-28 22:25:41,-5.95,34.1333,67.62,66,75,9.48
497,Ambon,ID,2021-11-28 22:25:41,-3.6954,128.1814,77.14,88,20,6.91
498,Marabba,SD,2021-11-28 22:25:42,12.35,32.1833,86.88,24,2,13.11
499,Ayr,GB,2021-11-28 22:25:42,55.4627,-4.6339,30.09,93,0,2.3
500,Shestakovo,RU,2021-11-28 22:25:43,56.4915,103.96,18.77,93,100,7.99
501,Cambrai,FR,2021-11-28 22:25:43,50.1667,3.4167,35.65,98,100,7.43
502,Gravelbourg,CA,2021-11-28 22:25:43,49.8834,-106.5512,46.67,66,83,10.76
503,Ziniare,BF,2021-11-28 22:25:44,12.5822,-1.2983,77.04,13,91,9.13
504,Haines Junction,CA,2021-11-28 22:26:44,60.7522,-137.5108,-16.65,76,99,2.3
505,Ranfurly,NZ,2021-11-28 22:26:45,-45.1333,170.1,64.87,55,13,3.49
506,Urengoy,RU,2021-11-28 22:26:45,65.9667,78.3667,-24.21,100,86,2.51
507,Fallon,US,2021-11-28 22:26:46,39.4735,-118.7774,58.87,20,1,3.44
508,Quelimane,MZ,2021-11-28 22:26:46,-17.8786,36.8883,73.35,78,0,2.3
509,San Vicente,AR,2021-11-28 22:25:06,-26.6167,-54.1333,64.36,98,100,1.41
510,Alofi,NU,2021-11-28 22:26:47,-19.0595,-169.9187,82.29,54,44,13.8
511,Ekhabi,RU,2021-11-28 22:26:47,53.5102,142.9671,21.61,71,100,7.74
512,Staryy Nadym,RU,2021-11-28 22:26:48,65.6118,72.6842,-6.83,95,100,9.42
513,Caravelas,BR,2021-11-28 22:26:48,-17.7125,-39.2481,74.62,94,62,12.01
514,Samagaltay,RU,2021-11-28 22:26:48,50.6022,95.0047,6.76,80,72,1.9
515,Koumac,NC,2021-11-28 22:26:49,-20.5667,164.2833,82.6,68,33,2.3
516,Bilma,NE,2021-11-28 22:26:49,18.6853,12.9164,75.38,16,100,7.09
517,Polyarnyy,RU,2021-11-28 22:26:50,69.1989,33.4478,6.87,90,16,12.15
518,Lucea,JM,2021-11-28 22:26:50,18.451,-78.1736,82.26,74,40,12.06
519,Grand-Lahou,CI,2021-11-28 22:26:51,5.1367,-5.0242,79.47,83,4,8.23
520,Kaduy,RU,2021-11-28 22:26:51,59.2,37.15,19.96,96,98,3.94
521,Zhaotong,CN,2021-11-28 22:26:51,27.3167,103.7167,41.56,96,100,4.9
522,Aasiaat,GL,2021-11-28 22:26:52,68.7098,-52.8699,17.53,68,100,18.41
523,Namibe,AO,2021-11-28 22:26:52,-15.1961,12.1522,69.82,74,93,4.65
524,Puta,AZ,2021-11-28 22:26:53,40.2967,49.6603,55.42,96,68,10.76
525,Sao Gabriel Da Cachoeira,BR,2021-11-28 22:26:53,-0.1303,-67.0892,76.55,93,96,1.88
526,Mayor Pablo Lagerenza,PY,2021-11-28 22:26:53,-19.9309,-60.7718,76.24,85,98,13.33
527,Hofn,IS,2021-11-28 22:26:54,64.2539,-15.2082,31.57,97,100,11.03
528,Kurbnesh,AL,2021-11-28 22:26:55,41.7797,20.0836,52.43,95,100,4.05
529,Sangueya,GN,2021-11-28 22:26:55,10.7,-14.3667,78.13,89,39,3.58
530,Santa Isabel Do Rio Negro,BR,2021-11-28 22:26:56,-0.4139,-65.0192,77.05,92,98,2.91
531,Korla,CN,2021-11-28 22:26:56,41.7597,86.1469,22.71,58,0,3.15
532,Dalby,AU,2021-11-28 22:26:57,-27.1833,151.2667,72.3,71,27,14.88
533,Eureka,US,2021-11-28 22:26:57,40.8021,-124.1637,54.21,83,62,5.79
534,College,US,2021-11-28 22:26:58,64.8569,-147.8028,-18.74,72,75,0.0
535,San Jose,US,2021-11-28 22:26:13,37.3394,-121.895,75.69,42,20,5.75
536,Sakakah,SA,2021-11-28 22:26:58,29.9697,40.2064,58.57,35,5,5.28
537,Qeshm,IR,2021-11-28 22:26:59,26.9581,56.2719,69.69,71,21,6.35
538,Floro,NO,2021-11-28 22:26:59,61.5996,5.0328,28.36,69,20,9.22
539,Katsuura,JP,2021-11-28 22:27:00,35.1333,140.3,42.91,55,11,2.06
540,Canon City,US,2021-11-28 22:27:00,38.441,-105.2424,68.92,24,1,11.5
541,Byron Bay,AU,2021-11-28 22:23:28,-28.65,153.6167,75.15,79,92,9.48
542,Darnah,LY,2021-11-28 22:27:01,32.767,22.6367,74.1,38,100,31.76
543,Ust-Shonosha,RU,2021-11-28 22:27:01,61.1531,41.343,13.78,96,99,4.99
544,Santa Luzia,BR,2021-11-28 22:27:02,-19.7697,-43.8514,77.9,63,0,5.75
545,Okato,NZ,2021-11-28 22:27:02,-39.2,173.8833,65.35,81,77,7.27
546,Pacifica,US,2021-11-28 22:22:52,37.6138,-122.4869,71.28,52,20,0.0
547,Soavinandriana,MG,2021-11-28 22:27:03,-19.1667,46.7333,59.5,90,87,5.3
548,West Wendover,US,2021-11-28 22:27:03,40.7391,-114.0733,51.82,25,0,2.95
549,Zhoucheng,CN,2021-11-28 22:27:04,35.9122,116.3117,44.69,85,6,2.3
550,Port Hedland,AU,2021-11-28 22:27:04,-20.3167,118.5667,75.25,78,21,3.44
551,Kutum,SD,2021-11-28 22:27:05,14.2,24.6667,67.39,22,0,8.03
552,Auki,SB,2021-11-28 22:28:05,-8.7676,160.7034,84.07,70,82,3.04
553,Abu Dhabi,AE,2021-11-28 22:24:19,24.4667,54.3667,77.02,57,20,6.91
554,Voznesenye,RU,2021-11-28 22:28:06,61.0106,35.4781,19.11,78,99,5.77
555,Luebo,CD,2021-11-28 22:28:06,-5.35,21.4167,69.1,97,94,1.3
556,Pangody,RU,2021-11-28 22:28:06,65.85,74.4859,-13.97,99,96,5.64
557,Cuernavaca,MX,2021-11-28 22:28:07,18.9167,-99.25,81.7,32,75,4.61
558,Neiafu,TO,2021-11-28 22:28:07,-18.65,-173.9833,83.08,57,20,10.36
559,Sisimiut,GL,2021-11-28 22:28:08,66.9395,-53.6735,31.35,93,100,11.14
560,Vlakhopoulon,GR,2021-11-28 22:28:08,37.0333,21.7833,66.76,82,98,12.53
561,Fereydunshahr,IR,2021-11-28 22:28:09,32.941,50.121,34.57,67,78,3.18
562,Marsa Matruh,EG,2021-11-28 22:28:09,31.3525,27.2453,68.2,40,0,5.75
563,Tenno,JP,2021-11-28 22:28:09,39.9,139.9667,36.61,61,73,8.14
564,Marystown,CA,2021-11-28 22:28:10,47.1666,-55.1483,43.93,82,92,14.32
565,Atar,MR,2021-11-28 22:28:10,20.5169,-13.0499,64.42,37,4,10.94
566,Limoeiro Do Ajuru,BR,2021-11-28 22:28:11,-1.8953,-49.3806,81.82,74,81,5.99
567,Raudeberg,NO,2021-11-28 22:28:12,61.9875,5.1352,27.27,43,100,3.2
568,Vung Tau,VN,2021-11-28 22:28:12,10.346,107.0843,77.18,87,100,13.13
